,DateOccured,DateReported,Location,Duration
19030,19890515,20030203," Tyler, TX",
19031,20030201,20030204," Skudai (Malaysia),",1-3 mins
19032,20030116,20030116," El Paso, TX",15-20 seconds
19033,19890701,20030210," Riyadh (Saudi Arabia),",10m
19034,20030217,20030219," San Diego, CA",27minutes
19035,20030225,20030302," Bremerton, WA",5 minutes
19036,20030227,20030302," Davie, FL",5 minutes
19037,20020615,20030206," Sault Ste. Marie (Canada), ON",45 mins.
19038,20030111,20030114," Pemberton (Western Australia),",approx.1/2sec.
19039,20030120,20030303," Byron Bay (Australia), .",7 minutes
19040,20030209,20030209," Stamford, CT",3-4seconds
19041,19810615,20030112," Foxton (New Zealand),",15/20min
19042,20030129,20030130," Irvine, CA",10 minutes
19043,19731215,20030125," Olympia, WA",appox 10 mins
19044,19980415,20030302," Passaic, NJ",10 seconds
19045,20030212,20030214," Slough (UK/England),",6-10 mins
19046,19980807,20030301," Dickson City, PA",40 - 50 Seconds
19047,19941116,20030212," Petoskey, MI",20+min.
19048,20030115,20030210," Grand Junction, CO",1 hour
19049,19960611,20030221," Seattle, WA",45 minutes
19050,20010815,20030204," Fort.St.James (Canada), BC",approx 1 min
19051,20030215,20030215," Benicia, CA",5 min
19052,19920615,20030303," Scarsdale, NY",5 min
19053,20020124,20030126," Claymont, DE",5 minutes
19054,20030214,20030215," Miami, FL",32 minutes
19055,20030209,20030211," Indian Mountain (Canada), NB",approx. 7 minutes
19056,20030117,20030118," Panorama City, CA",15 minutes
19057,20020609,20030212," Grants Pass, OR",2 minutes
19058,20011106,20030113," East Falmouth, MA",Day
19059,20030125,20030126," Fruita, CO",10 minutes
19060,20030124,20030125," San Rafael, CA",2 minutes
19061,19961115,20030120," Lincoln, NE",5 min
19062,20030101,20030109," Holden, ME",ten minutes
19063,20030203,20030211," Skudai (Malaysia),",
19064,20030208,20030213," San Diego, CA",15 minutes
19065,20030121,20030201," Newark, NJ",15 minutes
19066,20030209,20030210," Grangeville, ID",1 minute
19067,20030118,20030120," Sequoia National Park, CA",10 minutes
19068,20010911,20030212," Bradley Beach, NJ",2 minutes
19069,20030221,20030222," UK/Scotland,",15mins
19070,20030222,20030223," American Canyon, CA",
19071,20011031,20030204," North Scituate, MA",1 minute
19072,19580610,20030202," Baldwin Park, CA",5 minutes
19073,20030125,20030125," Corning/Redding/Richfield, CA",about 3 hours
19074,19961123,20030203," Stamping Ground, KY",8 minutes
19075,20030131,20030204," Orchid Island, FL",2 hrs
19076,20030207,20030208," Hanson, KY",15 min
19077,0,20030116," Anzo&aacute;tegui (Venezuela), .",8 min.
19078,20030130,20030201," Hot Springs, AR",45 seconds
19079,20020920,20030128," Horsham, PA",20 seconds
19080,19511115,20030115," Holloman AFB, NM",10sec
19081,20030102,20030115," Dillsburg, PA",30 seconds
19082,19740124,20030124," Pawtucket, RI",1 hour
19083,20030225,20030225," Buenos Aires (Argentina),",4 seconds
19084,20030101,20030210," Yuma, AZ",50 minutes
19085,20021119,20030112," Lumberton, NC",45 seconds
19086,20030223,20030224," Dallas, GA",15 minutes
19087,20030221,20030221," Tulelake, CA",10 min.
19088,20020822,20030204," Monroe, NY",5 minutes
19089,20030212,20030218," Huron, SD",2 min
19090,19750615,20030131," Bon Air, VA",3 sec.
19091,20030127,20030127," Gresham, OR",10 seconds
19092,20030131,20030131," Herk-de-Staad (Belgium),",30 seconds
19093,20030202,20030203," Miami, FL",20 minutes
19094,20030110,20030111," Falls Church, VA",6 seconds
19095,20030128,20030128," Puyallup, WA",20 sec.
19096,20030112,20030113," Burbank, CA",?4 minutes
19097,20030117,20030117," Sydney (NSW, Australia),",2 minutes
19098,20021225,20030209," Los Angeles, CA",2 or 3 seconds
19099,20030124,20030131," Kingston (Canada), ON",approx. 2 min.
19100,19711015,20030128," Litchfield, CT",6min aprox
19101,20030303,20030303," Sheffield (UK/England), .",21 sec
19102,20030130,20030130," Gorham, ME","5-10 secs, another 5-10 s"
19103,20030214,20030215," Burbank, CA",10 min
19104,20020709,20030225," Whiteswan Lake (Canada), BC",Minutes
19105,20030128,20030129," Beaverton, OR",2min
19106,20030228,20030227," Monteverde (Costa Rica),",45 mins
19107,19740415,20030301," Santa Ana, CA",1 minute
19108,20030216,20030221," Hamilton (Canada), ON",2 minutes
19109,20030211,20030211," New York City/Brooklyn, NY",0630
19110,19920415,20030125," Landers, Ca",1 HOUR
19111,19770210,20030214," Rio de Janeiro (Brazil),",1 minute
19112,19981010,20030201," Delano, TN",15 seconds
19113,19901115,20030131," Rockledge, FL",30 secs.
19114,19780805,20030223," Lethbridge Park (Australia),",30
19115,20030209,20030224," Trondheim (Norway),",5 minutes
19116,20030227,20030227," Anchorage, AK",10 minutes
19117,20030202,20030204," Sacramento, CA",so far 3 nights for 2+ ho
19118,20030126,20030126," Mabank, TX",1 hour
19119,20010315,20030205," Singapore,",10 min
19120,20030226,20030226," Antioch, CA",5 minutes
19121,19760615,20030216," Bonney Lake/Sumner, WA",5 min or so
19122,20030110,20030110," Burbank, CA",15 Minutes
19123,20030117,20030124," Isle of Palms, SC",7 minutes
19124,20030101,20030128," Marion, IN",20seconds
19125,20030128,20030129," Owings Mills (area), MD",60-90 seconds
19126,20030218,20030219," Sacramento, CA",5 seconds
19127,20001015,20030204," Lucerne (east of), IN",10 minutes
19128,20030114,20030115," Capitola, FL",3-5 mins
19129,20030109,20030110," Snohomish, WA",9 hours
19130,20020801,20030111," Monroeton, PA",
19131,20030206,20030207," Portland, OR",10-15 minutes
19132,20030118,20030120,,
19133,20010510,20030118," Newcastle (Canada), ON",?
19134,20030227,20030227," Patoka, IN",5 minutes off and on
19135,20020802,20030204," Siler City (past, on 421), NC",2 minutes
19136,20020715,20030302," Rhinelander, WI",1 hour
19137,19950914,20030218," Buffalo, NY",2 seconds
19138,20030127,20030127," Washington, DC",1 hour
19139,20030116,20030116," Simi Valley, CA",7-10 minutes
19140,19830715,20030301," Lake City, FL",7 Mins
19141,20030117,20030120," Leyland, Lancashire (UK/England),",5 minutes
19142,20001108,20030224," Eugene, OR",8sec.
19143,19991231,20030207," Cranbrook (Canada), BC",1min
19144,20020920,20030111," Hong Kong (China),",
19145,19780615,20030126," Madison Heights, VA",2 Mins.
19146,20010909,20030126," Groton, NH",15 min
19147,20030110,20030130," Woodbury, CT",30 minutes
19148,20030211,20030211," Gresham, OR",
19149,20030112,20030112," Apple Valley, CA",
19150,20010705,20030223," Klaipeda (Lithuania),",6 sekonds
19151,20030116,20030116," Phoenixville, PA",3 seconds
19152,20020519,20030227," Wellington (New Zealand),",10 seconds
19153,20030222,20030301," Winnemucca (West of), NV",5 minuites
19154,20030110,20030111," Vancouver (Canada), BC",not given
19155,20020907,20030302," Ottawa (Canada), ON",15 min
19156,19880704,20030220," Jacksonville, FL",4 seconds
19157,20021109,20030114," Miami, FL",15 seconds
19158,20030205,20030205," Spring Valley, CA",
19159,19920606,20030113," Leesburg, AL",2 minutes
19160,20030217,20030217," Royal Palm Beach, FL",1 min.
19161,20030207,20030207," Garrett, IN",6 Seconds
19162,20030111,20030111," Winter Springs, FL",5 minutes
19163,20030223,20030225," College Station, TX",1 minute
19164,20020215,20030218," Franklin, TX",1 min
19165,20030109,20030110," Vancleave, MS",
19166,20020807,20030210," Vancouver, WA",00:25
19167,20030118,20030118," Mokena, IL",
19168,19660818,20030202," Big Sur, CA",minute
19169,20020720,20030208," Olivet, MI",10 minutes
19170,20030224,20030225," Twin Falls, ID",30 sec
19171,20021217,20030302," Cheshire, CT",
19172,19660930,20030202," Huntington, WV",1 Minute
19173,19750101,20030122," Singapore,",
19174,20030201,20030201," Atkins (near), TX",
19175,19940517,20030202," Millersburg, MO",45mins-90mins
19176,20030225,20030225," Everett, WA",1 SEC
19177,20030108,20030110," Rock Springs, WY",1 hour
19178,20030210,20030210," Grangeville, ID",5 minutes
19179,20021015,20030116," Hancock, MN",
19180,19851010,20030214," Leeds (UK/England),",10min
19181,20020330,20030219," Comstock, TX",unknown
19182,20030224,20030301," San Francisco, CA",4 minutes
19183,19990615,20030205," Silverton, TX",20minutes
19184,20030111,20030118," Williamsburg, VA",
19185,20030112,20030112," Pleasant Hill, CA",Several minutes
19186,20030122,20030210," Costa Mesa, CA",on going
19187,19710515,20030202," Trier (Germany),",15 Seconds
19188,20030203,20030207," Puchong (Malaysia),",10-15 min
19189,20030128,20030128," Jacksonville, FL",15 minutes
19190,20020823,20030225," Francois Lake (Canada), BC",
19191,19960108,20030128," Langley (Canada), BC",approx. 5-6 hours
19192,20030104,20030202," Rte 85 South, Exit 74, NC",10 minutes
19193,20030208,20030208," Sandpoint, ID",5 seconds
19194,20030206,20030215," Burbank, CA",6 minutes
19195,20030301,20030301," Reykjavik (Iceland),",3 min
19196,20030220,20030220," Smithers (Canada), BC",5 minutes
19197,19751115,20030212," Anderson, IN",5 minutes
19198,20030213,20030213," Kingston, MI",9:30p.m
19199,20030307,20030308," Prince Rupert (Canada), BC",2 to 3 seconds
19200,20000515,20030331," Ladson, SC",10 minutes
19201,20030514,20030515," Horatio, AR",2 minutes
19202,20030415,20030416," Miramar Beach, FL",30
19203,20030430,20030501," Pottstown, PA",30 seconds
19204,20030515,20030520," Santa Monica, CA",60 Sec.
19205,19880807,20030411," Basking Ridge (near), NJ",30 seconds
19206,19930611,20030413," Kihei, HI",1 1/2
19207,20030513,20030524," Georgetown (Canada), ON",5 min
19208,20030306,20030317," Weston, CT",5 minutes
19209,20030315,20030316," Piqua, OH",5 min
19210,20000515,20030426," Dexter, KY",7:05
19211,19660511,20030521," East Liverpool, OH",10 minutes
19212,20030510,20030516," Terrace (Canada), BC",15 seconds
19213,20030506,20030507," Ventura, CA",45 seconds
19214,20010815,20030311," Bristol, RI",1 min
19215,20030310,20030311," Zaleski, OH",3 seconds
19216,19970313,20030430," Phoenix, AZ",couple minutes
19217,20030519,20030520," Westwego, LA",8 seconds
19218,20030310,20030311," St. George, UT",aprox 5 min
19219,20030307,20030407," Bristol (UK/England),",03hrs
19220,20030527,20030527," Ipswich (UK/England),",30seconds
19221,20030412,20030412," Portageville, MO",5 minutes
19222,20030512,20030512," Daytona (South Daytona Beach), FL",1.5m
19223,19690805,20030405," North Haven, CT",20 mins
19224,20030422,20030423," Olympia, WA",15 minutes
19225,20030527,20030527," Racine, WI",2 seconds
19226,20030307,20030311," Superior, WI",second or two
19227,19990113,20030329," Edwardsville, IL",1minute
19228,20030306,20030306," Hattem (Netherlands),",5 seconds
19229,20030513,20030515," Anaheim, CA",2 min
19230,20030123,20030305," Kuala Lumpur (Malaysia),",
19231,20030511,20030513," Goleta, CA",30 minutes
19232,20030310,20030310," Plano, TX",15 min
19233,20030413,20030420," Meriwether  County (rural), GA",15-30 seconds
19234,20030308,20030308," Englewood, CO",atleast 30 minutes
19235,20030421,20030421," Lincoln (UK/England),",15 minutes
19236,20030420,20030421," San Diego, CA",8 Min.
19237,20030311,20030311," Oklahoma City, OK",2min.
19238,20030306,20030306," Natalia, TX",+30 minutes
19239,19910511,20030506," Phoenix, AZ",2 minutes
19240,20030525,20030525," Rural/Unknown, OR","30 seconds, maybe more."
19241,19740831,20030312," Boughton, Kent (UK/England), .",5 minutes
19242,19690704,20030524," Sunnyvale, CA",5-10 sec.
19243,19940701,20030513," Ben Lomond, CA",45min
19244,20030223,20030511," Oakland, CA",
19245,20030511,20030511," Longwood/winter springs, FL",4 seconds
19246,20030522,20030522," Montreal (Montreal) (Canada), PQ",
19247,20030523,20030523," Webster City, IA",3 minutes
19248,20030404,20030414," White Bear Lake, MN",10min
19249,20030331,20030402," Tucson, AZ",4 minutes
19250,19661015,20030404," Utica, NY",3minutes
19251,19880615,20030405," Westfall/Matamoras, PA",10 seconds?
19252,19700826,20030504," Brady, TX",1 1/2 hours
19253,20030328,20030413," Seaside, FL",5 minutes
19254,19720622,20030311," Williamsport, PA",2 min
19255,20010805,20030312," Everett, WA",3 mins
19256,20030428,20030429," Toluca Lake, CA",75 minutes
19257,19681215,20030517," Richmond (Canada), BC",5-10 MIN.
19258,20030507,20030508," Northridge, CA",a couple minutes
19259,20030424,20030424," Guelph, ON",35 seconds
19260,20030508,20030522," New Orleans, LA",8 seconds
19261,20030410,20030411," Milford, MI",15 minutes
19262,20030524,20030524," Birmingham (UK/England),",5 min
19263,20001213,20030409," Cleveland, TN",3 minutes
19264,19891111,20030402," Jamaica,",a few minutes
19265,19690615,20030401," Alajuelita (San Jos&eacute;) (Costa Rica),",five hour
19266,20021101,20030525," O&apos;Fallon, IL",5 minutes
19267,20030507,20030507," Boca Raton, FL",2 minutes
19268,20011115,20030514," Yakima, WA",3 minuetes
19269,20000915,20030521," Plant City/Mulberry, FL",3 minutes
19270,20030404,20030404," Coral Springs, FL",60 seconds
19271,20030420,20030420," Wolverhampton (UK/England),",1 -2 min
19272,20030329,20030404," Iliamna, AK",30 seconds
19273,19960619,20030428," Ft. Collins/Loveland, CO",10 minutes
19274,20030522,20030522," Wayne, NJ",0:30
19275,20030319,20030318," Canberra (Australia), .",20seconds
19276,20030528,20030528," Perth (Western Australia),",20 seconds
19277,20030416,20030416," Plattsburgh, NY",1 min
19278,20030515,20030516," Sacaton, AZ",2-3 minutes
19279,20030411,20030425," Hobe Sound, FL",5 Seconds
19280,19780502,20030406," Midway/Marion, KY",15 min
19281,20030204,20030312," Big Bear, CA",About a minute
19282,19850704,20030429," Hardy, AR",3min.
19283,20020723,20030515," St. Albert (Canada), AB",5 minutes
19284,20021119,20030528," Clermont, FL",20 seconds
19285,19981223,20030407," Miami, FL",3 minutes
19286,20030427,20030428," San Diego, CA",10 min
19287,20030426,20030529," Banos (Ecuador),",30 minutes
19288,20030407,20030407," Franklin, TN",7 Seconds
19289,20030525,20030528," Kernville, CA",about 2 hours
19290,20010615,20030517," Spring Mills, WV",30 sec
19291,20000818,20030406," Prairie   Grove, AR",30 Seconds
19292,19970403,20030430," Kosciusko, MS",5 minutes
19293,20030420,20030420," College Station, TX",7-10 seconds
19294,19910801,20030406," Toledo, OH",4-5 minutes
19295,20030409,20030409," Howe, IN",
19296,19200615,20030422," Mussell County, MT",
19297,20030411,20030412," Magna, UT",seconds
19298,20030319,20030319," New York City/Bronx, NY",20 min
19299,20030506,20030529," Mason, OH",24:00
19300,20030511,20030519," Birmingham (UK/England),",1 min
19301,20030504,20030503," Aylmer (Canada), PQ",30 seconds
19302,20030212,20030320," McVeytown, PA",30-45 seconds
19303,19970824,20030411," Elk River, MN",1 minute
19304,20030519,20030522," Surprise, AZ",6 minutes
19305,20030323,20030328," Morton, WA",3 seconds
19306,19850731,20030312," San Carlos, CA",20 seconds
19307,20020515,20030411," Walnut Creek, CA",3 Min.
19308,20030513,20030516," Terrace (Canada), BC",10 seconds
19309,20030417,20030425," Arequipa (Peru),",10 minutes
19310,20011101,20030526," Satellite Beach, FL",10 seconds
19311,19650806,20030516," San Antonio (ranch outside of), TX",15 minutes
19312,20030421,20030521," Houston (Canada), BC",20 - 30 minutes
19313,20030521,20030521," Stony Plain (Canada), AB",10-15 seconds
19314,20030317,20030317," Kailua-Kona, HI",2-3 seconds
19315,20030314,20030314," Buck Creek, IN",1:00 min.
19316,20021015,20030330," San Diego, CA",30.  SEC.
19317,20030415,20030517," Houston (Canada), BC",4 to 6 minutes
19318,20030318,20030321," Oshawa (Canada), ON",40 sec
19319,20030524,20030528," Vrnal, UT",:30
19320,20030412,20030413," Muskegon, MI",2 MINUTES
19321,20030327,20030330," Manistique, MI",5 seconds
19322,20030507,20030507," Jonesboro, AR",30 seconds
19323,19900816,20030418," Adana (Turkey),",
19324,19700615,20030314," Yorktown Heights, NY",30+
19325,19790521,20030508," Brady, TX",5 mins
19326,20030411,20030411," Norwich (UK/England),",40 seconds
19327,20010715,20030417," Ashford (UK/England),",1 min
19328,20030329,20030331," Sunrise, FL",7-10 minutes
19329,20030515,20030518," Portsmouth (UK/England),",14 minutes
19330,20030501,20030502," Milwaukee, WI",2 minutes
19331,20010613,20030425," Gaylordsville, CT",5 min
19332,20030503,20030504," Marietta, OH",00:05
19333,20030415,20030525," Hoensbroek (Natherlands),",2 hours
19334,20030511,20030514," Sheffield (UK/England), IL",3mins aproxx
19335,19730908,20030318," Lewisburg, PA",3min
19336,19750601,20030506," Robstown, TX",10 MINS
19337,20030513,20030519," Gainesville, GA",
19338,20030309,20030313," Fakenham, Norfolk  (UK/England), .",20 secs
19339,20030512,20030512," Manassas, VA",10 Minutes
19340,20030216,20030422," Seattle (Juanita area), WA",
19341,20030529,20030529," Elbingen (Germany),",30 to 60 seconds
19342,19960801,20030430," Sandy, UT",5 minutes
19343,20030526,20030527," Fort Myers, FL",30 seconds
19344,20030314,20030314," Chelmsford, MA",at least 30min
19345,0,20030429," Stevenage (UK/England),",10-15 seconds
19346,20030415,20030422," Reading, PA",20 seconds
19347,20030509,20030511," San Francisco, CA",10 seconds
19348,20020715,20030417," Pittsfield, ME",10 min.
19349,19771025,20030331," Christmas Valley, OR",5 min
19350,19970423,20030423," Houston, TX",20 minutes
19351,20030427,20030429," Mesa, AZ",5 - 10 MINUTES
19352,20030418,20030506," Calgary (Canada), AB",2 minutes
19353,20030404,20030405," Concord, CA",3-5 minutes
19354,20030201,20030413," N./A, TX",1/2 SECOND
19355,20021215,20030315," Hazelton, B.C. (17 Km north) (Canada), BC",
19356,19970615,20030409," Salt Lake City, UT",10 min
19357,20030413,20030414," New York, NY",2 minutes
19358,20030314,20030315," Miami Beach, FL",15 minutes
19359,20030512,20030512," Dunn, NC",
19360,20020710,20030402," UK/England,",20 seconds
19361,20030304,20030305," Westlake, LA",10 seconds
19362,20030314,20030415," Manchster, CT",1hour +
19363,20030407,20030505," Willington, CT",30 sec
19364,20030509,20030518," East Atlantic Ocean,",30 MINUTES
19365,19920125,20030315," Bricktown, NJ",3 minuets
19366,20030501,20030501," Wauconda, WA",1 minute +/-
19367,19780615,20030312," Zimmerman (3 miles east of), MN",10 minutes
19368,20030303,20030411," Bethel, CT",3 Hours
19369,19760601,20030523," Chunky, MS",20 seconds
19370,20030521,20030527," Brisbane (QLD, Australia),",05 seconds
19371,20030325,20030328," Coquitlam (Canada), BC",4 sec
19372,20010815,20030526," Laval (Canada), PQ",2 min
19373,19911010,20030508," Harrisburg, PA",10 minutes
19374,20030310,20030312," Warner Springs, CA",10 min.
19375,20030403,20030413," Portland, MA",5 minutes
19376,20030213,20030509," Columbia, SC",1 min
19377,20030408,20030409," Gold Bar, WA",10 seconds
19378,20030418,20030429," Leavenworth, WA",&gt;1min
19379,20030430,20030501," Waterford (Republic of Ireland),",5min
19380,20030430,20030501," Seattle, WA",3 minutes
19381,19940114,20030313," Midvale, UT",1 min
19382,20030427,20030429," Lynnwood, WA",15 seconds
19383,19701221,20030522," Lake  Wales, FL",5 min.
19384,20030208,20030422," Highland, IL",2 minuters
19385,20030314,20030314," Hollidaysburg, PA",3 HOUR
19386,19920401,20030314," Fort Irwin, CA",30 minutes
19387,20030517,20030517," New Ipswich, NH",2 minutes
19388,20030504,20030505," Holland, PA",2.5-3 MINUTES
19389,20030411,20030506," Corona, CA",2 minutes
19390,20030312,20030312," Broken Hill (Australia), .",3-5 min
19391,20001216,20030409," Johannesburg (near) (South Africa),",4-5 min.
19392,19960526,20030402," Neodesha, KS",2  min.
19393,20030326,20030329," San Jose, CA",5 seconds
19394,20030427,20030427," Austin, TX",seconds
19395,20020802,20030309," North Royalton, OH",20 mins
19396,20030414,20030418," Houston (Canada), BC",5 to 6 seconds
19397,20020615,20030504," Norwich, CT",
19398,20030513,20030513," Kitchener (Canada), ON","approx. 09 sec,"
19399,20030416,20030421," Cement City, MI",5 minutes
19400,20030506,20030506," Yakima, WA",5 seconds
19401,20030402,20030427," Sydney (NSW, Australia),",16:30
19402,20030310,20030310," Los Altos, CA",less than 5 seconds
19403,20030503,20030503," Madisonville, KY",90 minutes
19404,20001101,20030507," Commack, NY",3 min
19405,20030307,20030309," Palm City, FL",
19406,20030518,20030527," Rio de Janeiro (Brazil),",40 s
19407,19960615,20030428," Fayetteville, NC",2 seconds
19408,19990117,20030311," Shah Alam/Selangor (Malaysia),",30 secs.
19409,20030503,20030503," Almere (Netherlands),",5 minutes
19410,20030308,20030309," St. Louis, MO",1-10seconds
19411,20030506,20030507," Kent, WA",about 3 minutes
19412,20000906,20030317," Hampton Beach, NH",3-4 seconds
19413,20030308,20030315," Arvada, CO",30 mins+
19414,20030110,20030313," Carbondale, IL",about 1 min. or more
19415,20030501,20030503," Ashland, KY",10 minutes
19416,19950814,20030309," Burgess Hill (UK/England), .",10 minutes
19417,20030521,20030521," Winter Springs, FL",1 minute
19418,20030120,20030309," Fort Hood, TX",2 seconds
19419,19750615,20030430," Nulato, AK",half an hour
19420,20030429,20030428," Knoxville, TN",1 minute
19421,20030329,20030427," Reno, NV",30 seconds
19422,19970815,20030418," Soulatge (near St. Paul) (France),","1,5 hours"
19423,20030423,20030425," San Francisco, CA",00:10
19424,20030503,20030504," St. Clair (outside of), PA",5 seconds
19425,20030510,20030511," Everett, WA",30 seconds
19426,20020915,20030318," Taos, NM",1 second
19427,19971205,20030310," Clearwater Beach, FL",30 min
19428,20030515,20030521," Mansfield (UK/England),",15 minutes
19429,20030422,20030423," Golden Valley, MN",1-2 seconds
19430,20030428,20030429," Calabasas, CA",5 mins
19431,19790415,20030424," Lexington, NC",5 t0 8 minutes
19432,20030529,20030528," New Ellenton, SC",aprox. 3 minutes
19433,20030426,20030426," Melbourne (VIC, Australia),",10-15 seconds
19434,20010501,20030512," Meekatharra (Western Australia),",10 minutes
19435,20030217,20030314," Scottsburg, IN",
19436,20030420,20030425," Cardiff-by-the-Sea, CA",6-10 seconds
19437,20030328,20030407," Cape Town (South Africa),",20/30 seconds
19438,20030516,20030517," Rancho Santa Margarita, CA",about a min
19439,20030525,20030524," Birmingham (UK/England),",8 min
19440,20030401,20030502," Viola, PA",20 seconds
19441,20030331,20030401," Tucson, AZ",4 minutes
19442,20030330,20030330," Burbank, CA",10 minutes
19443,20030316,20030425," Collegeville, PA",2 minutes
19444,20030424,20030503," Houston/Quick/Telkwa (Canada), BC",different periods
19445,20030521,20030521," Rifle, CO",10 minutes
19446,20030411,20030413," Los Realejos (Tenerife Island/Spain),",00:00:20
19447,19770715,20030413," Huntington Beach, CA",10 min.
19448,19850615,20030413," Rolla, MO",1 minute
19449,20030522,20030524," Ephrata, WA",4 minutes
19450,20030426,20030507," Adelaide (Australia),",5 seconds
19451,20020518,20030320," Oley Valley, PA",20+ minutes
19452,20030428,20030429," Greenville, SC",1 Minute
19453,20030517,20030517," Burnsville, MN",2 seconds
19454,20030403,20030418," Terrace (Canada), BC",approx: 9 seconds
19455,20030315,20030519," Caney, KS",30-45 min.
19456,20030521,20030521," San Lorenzo, CA",1.5 Hours
19457,20030315,20030318," Faisalabad (Pakistan), .",5-7minutes
19458,19990315,20030506," Hurricane, WV",approx. 5 minutes
19459,20030307,20030308," Ashland, MO",15 minutes
19460,19580606,20030511," Sydney (NSW, Australia),",45 min
19461,19830215,20030424," S&atilde;o Paulo (Brazil),",5 minutes
19462,20030428,20030502," Terrace (Canada), BC",30 +
19463,19990601,20030401," Rocky Hill, CT",5 minutes
19464,20030517,20030517," Andover, MN",30
19465,20020530,20030520," Anaeta, KY",15 mins.
19466,19930403,20030305," Mudgee (Australia), .",Unknown
19467,20030420,20030420," Yorktown, IN",~5 seconds
19468,20030513,20030515," Chesterfield, MI",birthday parrty
19469,19900524,20030409," Eugene, OR",3minutes
19470,19990601,20030430," Bahamas,",30 seconds
19471,20030425,20030425," Dakar (Senegal),",5minutes
19472,19990615,20030525," Waterbury, CT",15 MINUTES
19473,20030315,20030315," Ellesmere Port (UK/England), .",1 minute
19474,20030201,20030315," Doncaster (UK/England), .",18:10
19475,20030511,20030511," Louisville, KY",2 minutes
19476,20030503,20030503," Markham, IL",5 minutes
19477,19560320,20030512," Bowie, MD",15 min.
19478,20030305,20030306," Chino Valley, AZ",2 minutes
19479,19860815,20030518," Decatur, IN",30 seconds
19480,20030404,20030407," London (just west of) (Canada), ON",5-10 seconds
19481,20030524,20030525," Parksley, VA",
19482,20030514,20030514," El Paso, TX",5 mins
19483,19930320,20030528," Amarillo (south of), TX",? explanation below
19484,20030413,20030422," Santa Maria, CA",2 minutes
19485,20030204,20030414," Playa del Cura (Grand Canaria Island),",30 minutes approx
19486,19780615,20030510," Boston, MA",5 minutes
19487,18650630,20030425," Cadotte Pass, MT",
19488,20030316,20030317," Litchfield, CT",2 minutes
19489,20030316,20030318," Portsmouth, RI",five minutes
19490,20030315,20030320," Stanton, CA",15 minutes
19491,20010615,20030521," Whitesburg, GA",appx. 30 min.
19492,20030411,20030412," Hazel, KY",30 minutes
19493,19951001,20030311," Tinley Park, IL",20 seconds
19494,20030417,20030417," Colombo (Sri Lanka),",03
19495,20020822,20030514," Bohemia, NY",30 seconds
19496,20030405,20030504," Dundee (UK/Scotland),",15mins
19497,20030307,20030328," Terrace (Canada), BC",
19498,20030323,20030408," Terrace (Canada), BC",very fast
19499,20030429,20030520," Norway,",
19500,20030406,20030418," Studio City, CA",30 seconds
19501,19980715,20030407," Aurora, CO",4 sec
19502,20030524,20030524," Littleton, CO",12 MIN
19503,20030529,20030529," Fort Collins, CO",approx 2 minutes
19504,20030421,20030421," Phoenix, AZ",2-5 seconds
19505,20021116,20030527," Bell Gardens, CA",30 sec.
19506,19840815,20030422," Brewster, NY",20 Minutes
19507,19820101,20030319," Newcastle (UK/England), .",30 seconds
19508,20030330,20030330," Stanwood, WA",3minets
19509,19950615,20030305," Calipatria, CA",10-20 minutes
19510,20030115,20030423," Regina (Canada), SK",2 seconds
19511,20030323,20030411," Windsor, NY",aprox 7 minutes
19512,20030503,20030505," Jim Thorpe, PA",3-4 Minutes
19513,20030329,20030329," Albuquerque, NM",15+ min. still happening
19514,20020811,20030507," Elm Grove, LA",4 seconds
19515,20030420,20030422," Fort Worth, TX",unknow
19516,20030323,20030328," Morton, WA",3 seconds
19517,20030307,20030311," Warrensville, PA",5 min
19518,20030405,20030416," Eureka, CA",APPROX 30 MIN
19519,20030515,20030521," Mansfield (UK/England),",15 minutes
19520,20030515,20030516," Aurburn, NS",23:36
19521,20030510,20030512," Pinole, CA",2220
19522,20030303,20030308," Houston (Canada), BC",approx: 1 1/2 mins
19523,19970520,20030524," Louisville, KY",5 minutes
19524,20030521,20030521," Winchester, WI",1 minute
19525,20030322,20030428," Auckland (New Zealand),",2 mins
19526,20030410,20030411," Corona, CA",1min.40sec
19527,19860402,20030424," Mt. Gilead, OH",2hr8min
19528,20030311,20030312," UK/England, .",
19529,19720815,20030407," Roanoke, VA",2 minutes+
19530,20030427,20030427," Olympia, WA",camera
19531,20030412,20030414," Pensacola, FL",1 minute
19532,20030320,20030414," Montverde, FL",I stayed out there for 30
19533,19970730,20030311," Bognor Regis (UK/England), .",30mins
19534,20030329,20030413," Skjaldbreid (Iceland),",picture
19535,20030530,20030530," Kingston-upon-Hull (UK/England),",10 Mins
19536,20030322,20030402," Gainesville, FL",15 seconds
19537,20030425,20030425," Glendale/Phoenix, AZ",minute
19538,19630715,20030512," Great Lakes, IL",8 min
19539,19980815,20030429," Sterling, VA",8-10 minutes
19540,20030412,20030417," Eau Claire, WI",30 seconds
19541,20030315,20030407," Terrace (Canada), BC",
19542,20030310,20030331," Sipoo (Finland),",10 minutes
19543,19660815,20030430," Galesburg, IL",20 minutes
19544,20030506,20030507," North Delta (Canada), BC",1 to 2 sec
19545,20030312,20030319," Madbury, NH",5 minutes
19546,19940807,20030328," Staten Island, NY",several minutes
19547,20021016,20030424," Guilford/Abbot, ME",2 Minutes
19548,19850415,20030421," Granville Summit (West Franklin), PA",5-7 minutes
19549,20030421,20030423," Phoenix, AZ",6 seconds
